X,Y
50.61187744140625,-30.462505340576172
70.06851959228516,-40.788204193115234
40.31128692626953,-18.783903121948242
43.58367156982422,-15.548737525939941
32.47422409057617,-22.204696655273438
32.3762092590332,-32.0289421081543
46.95075607299805,-32.72603988647461
73.80764770507812,-45.78892517089844
33.46857452392578,-31.44744110107422
31.76999855041504,-31.741230010986328
32.10074234008789,-34.4524040222168
69.67838287353516,-40.51286697387695
30.16694450378418,-17.021657943725586
79.2136001586914,-52.5214958190918
60.9893798828125,-29.884872436523438
35.23729705810547,-36.995059967041016
71.50508117675781,-43.30480194091797
33.213356018066406,-34.823856353759766
32.03664016723633,-35.28266525268555
32.6652717590332,-33.00041580200195
30.359647750854492,-39.589439392089844
44.35302734375,-34.08478927612305
40.97708511352539,-14.66646671295166
41.793025970458984,-20.172212600708008
53.35631561279297,-18.2774600982666
48.04961395263672,-11.15529727935791
58.29302215576172,-30.322216033935547
64.74211120605469,-28.195537567138672
60.04539108276367,-29.78277015686035
50.04719924926758,-31.77297592163086
48.581993103027344,-32.08578109741211
28.784507751464844,-16.6123046875
38.11961364746094,-14.78905200958252
58.07386016845703,-24.489673614501953
46.19684600830078,-32.81081771850586
28.949199676513672,-27.56728172302246
58.04082107543945,-18.778623580932617
29.379304885864258,-21.690021514892578
44.7026252746582,-33.009281158447266
37.194618225097656,-15.131608009338379
52.68509292602539,-29.798429489135742
28.979623794555664,-26.729732513427734
53.1939811706543,-30.252666473388672
47.13009262084961,-30.815479278564453
46.49165725708008,-25.018686294555664
47.550479888916016,-32.405738830566406
64.21997833251953,-30.191551208496094
31.215110778808594,-36.89442825317383
42.918251037597656,-34.52312469482422
43.217342376708984,-33.0583610534668
47.8171272277832,-33.13957977294922
46.451942443847656,-18.034809112548828
43.47373580932617,-16.886404037475586
38.04416275024414,-32.67611312866211
74.07307434082031,-51.040138244628906
57.00709915161133,-19.051706314086914
43.991180419921875,-11.326284408569336
32.900840759277344,-38.05622100830078
78.38615417480469,-53.73162841796875
59.344268798828125,-32.79546356201172
60.67131423950195,-19.93683433532715
67.97627258300781,-26.4089298248291
44.689945220947266,-14.802217483520508
50.5607795715332,-9.242005348205566
59.74684143066406,-21.61676025390625
35.357017517089844,-33.65814971923828
27.388591766357422,-35.41569519042969
59.58717727661133,-24.619396209716797
42.3862190246582,-33.957210540771484
63.664249420166016,-29.276681900024414
60.02949523925781,-28.873205184936523
44.625003814697266,-11.355233192443848
39.701229095458984,-13.66963005065918
33.735530853271484,-35.406028747558594
73.45610046386719,-46.299476623535156
36.234100341796875,-32.85086441040039
61.75040054321289,-31.62828254699707
26.698007583618164,-23.774431228637695
62.30625915527344,-28.51302146911621
37.19706726074219,-33.43436813354492
62.42740249633789,-27.063648223876953
57.266483306884766,-12.874637603759766
30.899784088134766,-19.564390182495117
63.738704681396484,-28.47345542907715
32.32073974609375,-18.555788040161133
40.87665557861328,-31.270715713500977
80.3915786743164,-52.782203674316406
30.813993453979492,-26.86589813232422
54.247528076171875,-30.65700340270996
70.38855743408203,-47.46902847290039
30.295896530151367,-16.812618255615234
56.84341049194336,-21.526830673217773
46.943729400634766,-31.185476303100586
61.2411003112793,-31.854427337646484
38.21254348754883,-15.38826847076416
30.786916732788086,-25.716510772705078
45.127899169921875,-15.71351432800293
25.017501831054688,-36.40506362915039
54.975101470947266,-10.606123924255371
34.26832580566406,-27.4575252532959
62.2972412109375,-32.00288772583008
76.74174499511719,-53.90536117553711
33.87912368774414,-33.90317916870117
35.24906539916992,-35.880123138427734
45.620235443115234,-9.993437767028809
32.80035400390625,-33.515682220458984
42.675289154052734,-32.89723205566406
60.5140266418457,-25.711978912353516
50.52535629272461,-30.665769577026367
60.82018280029297,-30.550947189331055
31.977087020874023,-33.44404983520508
64.02320098876953,-31.254959106445312
59.654659271240234,-30.932485580444336
45.788387298583984,-31.972381591796875
32.23518753051758,-34.389957427978516
38.068477630615234,-35.996150970458984
61.558319091796875,-27.291898727416992
50.83057403564453,-11.457337379455566
66.11800384521484,-26.881710052490234
40.578697204589844,-14.883687973022461
42.89657974243164,-14.990937232971191
43.22237777709961,-34.289608001708984
57.9802131652832,-17.336977005004883
27.69959259033203,-20.091564178466797
55.03671646118164,-27.924442291259766
49.76462173461914,-29.980093002319336
51.68931579589844,-31.24393653869629
42.652626037597656,-19.584352493286133
42.04423141479492,-15.102340698242188
50.63573455810547,-11.096511840820312
64.55864715576172,-30.701265335083008
31.590349197387695,-39.495872497558594
45.957916259765625,-14.80963134765625
52.77198028564453,-27.87483787536621
61.428592681884766,-22.34641456604004
56.922142028808594,-33.901546478271484
50.92667007446289,-11.663907051086426
60.449283599853516,-31.142770767211914
47.085716247558594,-32.39242172241211
37.621124267578125,-30.61690330505371
25.17983055114746,-35.65050506591797
56.963783264160156,-28.394128799438477
75.55399322509766,-57.45832443237305
32.19906997680664,-32.4081916809082
49.528072357177734,-31.18480682373047
64.5306625366211,-31.455211639404297
76.51986694335938,-52.19304656982422
52.474830627441406,-9.77436637878418
35.903324127197266,-31.690256118774414
43.44464111328125,-33.46358108520508
53.51677322387695,-30.648115158081055
38.030826568603516,-13.511490821838379
59.86307907104492,-31.419265747070312
44.831695556640625,-10.923076629638672
71.42503356933594,-63.41531753540039
39.630802154541016,-17.505178451538086
44.102752685546875,-15.034381866455078
48.893836975097656,-29.600797653198242
28.861648559570312,-18.790393829345703
33.0445442199707,-33.11119079589844
21.64535140991211,-27.75946617126465
74.98497772216797,-49.47722625732422
76.82879638671875,-54.08647918701172
37.23433303833008,-32.6684455871582
74.66462707519531,-49.31919479370117
58.77949905395508,-18.823680877685547
44.48002624511719,-18.457984924316406
71.27848052978516,-44.2714729309082
52.33024978637695,-10.874566078186035
43.402774810791016,-20.244966506958008
68.20555114746094,-35.466670989990234
64.8500747680664,-21.611509323120117
28.338420867919922,-23.923141479492188
66.27522277832031,-27.60125160217285
32.42156219482422,-32.98150634765625
54.74435806274414,-17.314937591552734
35.0371208190918,-34.03886032104492
49.24345779418945,-31.99172019958496
62.43665313720703,-26.49009132385254
71.18171691894531,-39.212703704833984
55.88261032104492,-9.999404907226562
57.39691925048828,-32.058990478515625
48.047508239746094,-11.44498062133789
64.52718353271484,-28.20233154296875
42.78218460083008,-12.648902893066406
33.16746520996094,-32.81756591796875
46.335140228271484,-12.961015701293945
76.78622436523438,-49.7306022644043
31.653757095336914,-32.740840911865234
45.7949333190918,-31.086135864257812
24.47620391845703,-35.24538803100586
66.65589904785156,-36.11531448364258
46.91340255737305,-33.402278900146484
42.81379318237305,-33.07438278198242
36.78663635253906,-16.461956024169922
55.13957214355469,-31.60795021057129
64.61361694335938,-34.44413757324219
30.73613166809082,-30.427841186523438
63.10240173339844,-29.147594451904297
64.2431411743164,-32.474666595458984
53.96625518798828,-8.947154998779297
58.23720932006836,-31.8021183013916
59.454505920410156,-25.911266326904297
53.639225006103516,-31.649904251098633
65.03363037109375,-29.37687110900879
31.00153160095215,-21.644344329833984
49.9472541809082,-30.38826560974121
63.43278503417969,-32.0461540222168
60.625606536865234,-30.263498306274414
60.456993103027344,-20.796695709228516
72.22724914550781,-43.49287414550781
32.46455383300781,-16.826005935668945
46.308345794677734,-10.644286155700684
31.28329086303711,-30.984039306640625
54.30586242675781,-11.925928115844727
58.38068771362305,-18.405559539794922
59.19276428222656,-18.115474700927734
29.80797004699707,-25.74418067932129
34.680782318115234,-34.39833068847656
31.447118759155273,-15.298452377319336
31.908203125,-32.160030364990234
59.38907241821289,-26.873933792114258
54.54100036621094,-30.433469772338867
30.897628784179688,-22.208200454711914
67.32148742675781,-33.895782470703125
59.30646896362305,-27.384925842285156
43.81201171875,-33.80644989013672
75.71439361572266,-53.21919250488281
47.231346130371094,-32.33662414550781
42.40949249267578,-15.598386764526367
60.14537811279297,-30.903141021728516
48.0317268371582,-31.505550384521484
32.67469024658203,-28.713146209716797
27.5364933013916,-23.71343994140625
37.37517547607422,-35.927467346191406
